date_reco;serial;client;contrat;type_livraison;client_code;modele_machine;marque;couleur;toner;ville;code_postal;jours_avant_rupture;date_rupture_estimee;priorite;commentaire
2026-01-26;;;CT002442;stock_seulement;;;;black;black;;;0;2026-01-25;1;Risque de rupture imminent
2026-01-26;;;CT002553;stock_seulement;;;;black;black;;;0;2026-01-25;1;Risque de rupture imminent
2026-01-26;;;CT002551;stock_seulement;;;;black;black;;;0;2026-01-25;1;Risque de rupture imminent
2026-01-26;;;CT002568;stock_seulement;;;;black;black;;;0;2026-01-25;1;Risque de rupture imminent
2026-01-26;;;CT002575;stock_seulement;;;;black;black;;;0;2026-01-25;1;Risque de rupture imminent
2026-01-26;;;CT002518;stock_seulement;;;;black;black;;;0;2026-01-25;1;Risque de rupture imminent
2026-01-26;;;CT002571;stock_seulement;;;;black;black;;;0;2026-01-25;1;Risque de rupture imminent
2026-01-26;;;CT002433;stock_seulement;;;;black;black;;;0;2026-01-25;1;Risque de rupture imminent
2026-01-26;;;CT001604;stock_seulement;;;;black;black;;;0;2026-01-25;1;Risque de rupture imminent
2026-01-26;;;CT002520;stock_seulement;;;;black;black;;;0;2026-01-25;1;Risque de rupture imminent
2026-01-26;;;CT002459;stock_seulement;;;;black;black;;;0;2026-01-25;1;Risque de rupture imminent
2026-01-26;;;CT002517;stock_seulement;;;;black;black;;;0;2026-01-25;1;Risque de rupture imminent
2026-01-26;;;CT002434;stock_seulement;;;;black;black;;;0;2026-01-25;1;Risque de rupture imminent
2026-01-26;;;CT002569;stock_seulement;;;;black;black;;;0;2026-01-25;1;Risque de rupture imminent
2026-01-26;;;CT002626;stock_seulement;;;;black;black;;;0;2026-01-25;1;Risque de rupture imminent
2026-01-26;;;CT002526;stock_seulement;;;;black;black;;;0;2026-01-25;1;Risque de rupture imminent
2026-01-26;;;CT000174;stock_seulement;;;;black;black;;;0;2026-01-25;1;Risque de rupture imminent
2026-01-26;;;CT003732;stock_seulement;;;;black;black;;;0;2026-01-25;1;Risque de rupture imminent
2026-01-26;;;CT001494;stock_seulement;;;;black;black;;;0;2026-01-25;1;Risque de rupture imminent
2026-01-26;;;CT003730;stock_seulement;;;;black;black;;;0;2026-01-25;1;Risque de rupture imminent
2026-01-26;;;CT005041;stock_seulement;;;;black;black;;;0;2026-01-25;1;Risque de rupture imminent
2026-01-26;;;CT002442;stock_seulement;;;;cyan;cyan;;;0;2026-01-25;1;Risque de rupture imminent
2026-01-26;;;CT002553;stock_seulement;;;;cyan;cyan;;;0;2026-01-25;1;Risque de rupture imminent
2026-01-26;;;CT002551;stock_seulement;;;;cyan;cyan;;;0;2026-01-25;1;Risque de rupture imminent
2026-01-26;;;CT002568;stock_seulement;;;;cyan;cyan;;;0;2026-01-25;1;Risque de rupture imminent
2026-01-26;;;CT002575;stock_seulement;;;;cyan;cyan;;;0;2026-01-25;1;Risque de rupture imminent
2026-01-26;;;CT002518;stock_seulement;;;;cyan;cyan;;;0;2026-01-25;1;Risque de rupture imminent
2026-01-26;;;CT002571;stock_seulement;;;;cyan;cyan;;;0;2026-01-25;1;Risque de rupture imminent
2026-01-26;;;CT002433;stock_seulement;;;;cyan;cyan;;;0;2026-01-25;1;Risque de rupture imminent
2026-01-26;;;CT001604;stock_seulement;;;;cyan;cyan;;;0;2026-01-25;1;Risque de rupture imminent
2026-01-26;;;CT002520;stock_seulement;;;;cyan;cyan;;;0;2026-01-25;1;Risque de rupture imminent
2026-01-26;;;CT002459;stock_seulement;;;;cyan;cyan;;;0;2026-01-25;1;Risque de rupture imminent
2026-01-26;;;CT002517;stock_seulement;;;;cyan;cyan;;;0;2026-01-25;1;Risque de rupture imminent
2026-01-26;;;CT002434;stock_seulement;;;;cyan;cyan;;;0;2026-01-25;1;Risque de rupture imminent
2026-01-26;;;CT002569;stock_seulement;;;;cyan;cyan;;;0;2026-01-25;1;Risque de rupture imminent
2026-01-26;;;CT002626;stock_seulement;;;;cyan;cyan;;;0;2026-01-25;1;Risque de rupture imminent
2026-01-26;;;CT002526;stock_seulement;;;;cyan;cyan;;;0;2026-01-25;1;Risque de rupture imminent
2026-01-26;;;CT000174;stock_seulement;;;;cyan;cyan;;;0;2026-01-25;1;Risque de rupture imminent
2026-01-26;;;CT003732;stock_seulement;;;;cyan;cyan;;;0;2026-01-25;1;Risque de rupture imminent
2026-01-26;;;CT001494;stock_seulement;;;;cyan;cyan;;;0;2026-01-25;1;Risque de rupture imminent
2026-01-26;;;CT003730;stock_seulement;;;;cyan;cyan;;;0;2026-01-25;1;Risque de rupture imminent
2026-01-26;;;CT005041;stock_seulement;;;;cyan;cyan;;;0;2026-01-25;1;Risque de rupture imminent
2026-01-26;;;CT002442;stock_seulement;;;;magenta;magenta;;;0;2026-01-17;1;Risque de rupture imminent
2026-01-26;;;CT002553;stock_seulement;;;;magenta;magenta;;;0;2026-01-17;1;Risque de rupture imminent
2026-01-26;;;CT002551;stock_seulement;;;;magenta;magenta;;;0;2026-01-17;1;Risque de rupture imminent
2026-01-26;;;CT002568;stock_seulement;;;;magenta;magenta;;;0;2026-01-17;1;Risque de rupture imminent
